text,category,vendor,taxable,grand_total
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Google Cloud India Private Limited
Address: Industrial Area, Telangana, India
GSTIN: 36SPBDB3603A1ZV | PAN: SPBDB3603A
State / State Code: Telangana (36)

Invoice No: GOO-51094
Invoice Date: 14/02/2026
Reverse Charge (RCM): No
Place of Supply: Telangana (36)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Object storage archival bucket 50TB & outbound data transfer
  HSN/SAC: 998313 | Qty: 2 | Rate: INR 7,392.64 | Amount: INR 14,785.28
  Item: Monthly EC2 compute clusters, RDS PostgreSQL Multi-AZ & S3 Storage
  HSN/SAC: 998313 | Qty: 3 | Rate: INR 17,006.28 | Amount: INR 51,018.84

--------------------------------------------------
Subtotal / Taxable Value: INR 65,804.12
IGST (18%): INR 11,844.74
Total Tax Amount: INR 11,844.74
GRAND TOTAL (INCL. TAX): INR 77,648.86
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000952136 | IFSC: HDFC0001234
Authorized Signatory for Google Cloud India Private Limited
==================================================",Cloud Infrastructure,Google Cloud India Private Limited,65804.12,77648.86
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: DTDC Courier & Cargo Services
Address: Industrial Area, Karnataka, India
GSTIN: 29JHOMM2405I3ZE | PAN: JHOMM2405I
State / State Code: Karnataka (29)

Invoice No: BILL/29/29403
Invoice Date: 14/06/2026
Reverse Charge (RCM): Yes
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Interstate container freight haulage Mumbai Nhava Sheva to Bhiwandi
  HSN/SAC: 996519 | Qty: 9 | Rate: INR 3,802.75 | Amount: INR 34,224.75
  Item: Refrigerated reefer container cold chain logistics transport
  HSN/SAC: 996511 | Qty: 1 | Rate: INR 58,000.00 | Amount: INR 58,000.00
  Item: Hydraulic axle trailer heavy machinery transport Bangalore to Pune
  HSN/SAC: 996511 | Qty: 1 | Rate: INR 115,000.00 | Amount: INR 115,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 207,224.75
CGST (9.0%): INR 18,650.23
SGST (9.0%): INR 18,650.23
Total Tax Amount: INR 37,300.46
GRAND TOTAL (INCL. TAX): INR 244,525.21
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000961174 | IFSC: HDFC0001234
Authorized Signatory for DTDC Courier & Cargo Services
==================================================",Freight & Transport,DTDC Courier & Cargo Services,207224.75,244525.21
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Star Health and Allied Insurance
Address: Industrial Area, Karnataka, India
GSTIN: 29GBEHE9757H1ZK | PAN: GBEHE9757H
State / State Code: Karnataka (29)

Invoice No: INV-2026-9813
Invoice Date: 15/09/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Cyber security risks, data breach and liability insurance cover policy
  HSN/SAC: 997134 | Qty: 6 | Rate: INR 15,410.56 | Amount: INR 92,463.36

--------------------------------------------------
Subtotal / Taxable Value: INR 92,463.36
IGST (12%): INR 11,095.60
Total Tax Amount: INR 11,095.60
GRAND TOTAL (INCL. TAX): INR 103,558.96
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000209773 | IFSC: HDFC0001234
Authorized Signatory for Star Health and Allied Insurance
==================================================",Insurance,Star Health and Allied Insurance,92463.36,103558.96
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Zoho Corporation Private Limited
Address: Industrial Area, Gujarat, India
GSTIN: 24SHJER5161Z4ZP | PAN: SHJER5161Z
State / State Code: Gujarat (24)

Invoice No: BILL/24/12727
Invoice Date: 15/12/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Datadog infrastructure APM synthetic monitoring SaaS subscription
  HSN/SAC: 998315 | Qty: 7 | Rate: INR 7,894.17 | Amount: INR 55,259.19

--------------------------------------------------
Subtotal / Taxable Value: INR 55,259.19
IGST (28%): INR 15,472.57
Total Tax Amount: INR 15,472.57
GRAND TOTAL (INCL. TAX): INR 70,731.76
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000583977 | IFSC: HDFC0001234
Authorized Signatory for Zoho Corporation Private Limited
==================================================",Software & Subscriptions,Zoho Corporation Private Limited,55259.19,70731.76
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Neelgagan Paper & Forms
Address: Industrial Area, West Bengal, India
GSTIN: 19ZVMGT8932P1Z8 | PAN: ZVMGT8932P
State / State Code: West Bengal (19)

Invoice No: INV-2026-4962
Invoice Date: 09/05/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Document filing folders, plastic poly pockets & box files 100 pcs
  HSN/SAC: 392610 | Qty: 10 | Rate: INR 508.70 | Amount: INR 5,087.00

--------------------------------------------------
Subtotal / Taxable Value: INR 5,087.00
IGST (5%): INR 254.35
Total Tax Amount: INR 254.35
GRAND TOTAL (INCL. TAX): INR 5,341.35
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000264608 | IFSC: HDFC0001234
Authorized Signatory for Neelgagan Paper & Forms
==================================================",Office Supplies & Stationery,Neelgagan Paper & Forms,5087.0,5341.35
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Schneider Electric Infrastructure Support
Address: Industrial Area, West Bengal, India
GSTIN: 19KJNWP5596L2ZQ | PAN: KJNWP5596L
State / State Code: West Bengal (19)

Invoice No: BILL/19/72949
Invoice Date: 07/11/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Annual Maintenance Contract (AMC) for central HVAC chillers quarterly service
  HSN/SAC: 998711 | Qty: 10 | Rate: INR 5,785.79 | Amount: INR 57,857.90
  Item: Fire fighting equipment refilling, smoke detector calibration & testing
  HSN/SAC: 998714 | Qty: 2 | Rate: INR 6,941.58 | Amount: INR 13,883.16

--------------------------------------------------
Subtotal / Taxable Value: INR 71,741.06
CGST (6.0%): INR 4,304.47
SGST (6.0%): INR 4,304.47
Total Tax Amount: INR 8,608.93
GRAND TOTAL (INCL. TAX): INR 80,349.99
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000723205 | IFSC: HDFC0001234
Authorized Signatory for Schneider Electric Infrastructure Support
==================================================",Repairs & Maintenance,Schneider Electric Infrastructure Support,71741.06,80349.99
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: E2E Networks Cloud Platform India
Address: Industrial Area, Telangana, India
GSTIN: 36RALMY3840D4Z7 | PAN: RALMY3840D
State / State Code: Telangana (36)

Invoice No: E2E-21955
Invoice Date: 07/09/2026
Reverse Charge (RCM): No
Place of Supply: Telangana (36)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Virtual private cloud direct connect link 1Gbps bandwidth Mumbai region
  HSN/SAC: 998314 | Qty: 1 | Rate: INR 42,000.00 | Amount: INR 42,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 42,000.00
IGST (5%): INR 2,100.00
Total Tax Amount: INR 2,100.00
GRAND TOTAL (INCL. TAX): INR 44,100.00
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000435833 | IFSC: HDFC0001234
Authorized Signatory for E2E Networks Cloud Platform India
==================================================",Cloud Infrastructure,E2E Networks Cloud Platform India,42000.0,44100.0
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: IndoSpace Industrial Warehouse Parks
Address: Industrial Area, Karnataka, India
GSTIN: 29GMGFH0413W1Z8 | PAN: GMGFH0413W
State / State Code: Karnataka (29)

Invoice No: IND-86918
Invoice Date: 04/07/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Quarterly advance commercial estate space license fee Bangalore campus
  HSN/SAC: 997212 | Qty: 5 | Rate: INR 98,791.61 | Amount: INR 493,958.05
  Item: Building maintenance charges, diesel backup power sharing & lobby services
  HSN/SAC: 997211 | Qty: 3 | Rate: INR 12,541.15 | Amount: INR 37,623.45
  Item: Common area maintenance (CAM) charges, central HVAC & security amenities
  HSN/SAC: 997211 | Qty: 9 | Rate: INR 3,977.99 | Amount: INR 35,801.91

--------------------------------------------------
Subtotal / Taxable Value: INR 567,383.41
IGST (5%): INR 28,369.17
Total Tax Amount: INR 28,369.17
GRAND TOTAL (INCL. TAX): INR 595,752.58
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000499710 | IFSC: HDFC0001234
Authorized Signatory for IndoSpace Industrial Warehouse Parks
==================================================",Rent & Facilities,IndoSpace Industrial Warehouse Parks,567383.41,595752.58
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Delhivery Express Supply Chain
Address: Industrial Area, Gujarat, India
GSTIN: 24HZLAF0667I2ZB | PAN: HZLAF0667I
State / State Code: Gujarat (24)

Invoice No: GST/6586/2026
Invoice Date: 16/06/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Goods transport agency charges for North Zone delivery full truck load
  HSN/SAC: 996511 | Qty: 7 | Rate: INR 3,900.87 | Amount: INR 27,306.09
  Item: Door to door surface parcel courier delivery charges 120 boxes
  HSN/SAC: 996511 | Qty: 2 | Rate: INR 5,911.39 | Amount: INR 11,822.78
  Item: Interstate container freight haulage Mumbai Nhava Sheva to Bhiwandi
  HSN/SAC: 996519 | Qty: 7 | Rate: INR 5,898.49 | Amount: INR 41,289.43

--------------------------------------------------
Subtotal / Taxable Value: INR 80,418.30
IGST (28%): INR 22,517.12
Total Tax Amount: INR 22,517.12
GRAND TOTAL (INCL. TAX): INR 102,935.42
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000480249 | IFSC: HDFC0001234
Authorized Signatory for Delhivery Express Supply Chain
==================================================",Freight & Transport,Delhivery Express Supply Chain,80418.3,102935.42
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Sundry Miscellaneous Suppliers
Address: Industrial Area, West Bengal, India
GSTIN: 19NUHQG2929Z1Z0 | PAN: NUHQG2929Z
State / State Code: West Bengal (19)

Invoice No: SUN-95331
Invoice Date: 08/09/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Unclassified administrative charges and miscellaneous office expense
  HSN/SAC: 998399 | Qty: 10 | Rate: INR 696.20 | Amount: INR 6,962.00

--------------------------------------------------
Subtotal / Taxable Value: INR 6,962.00
IGST (12%): INR 835.44
Total Tax Amount: INR 835.44
GRAND TOTAL (INCL. TAX): INR 7,797.44
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000852756 | IFSC: HDFC0001234
Authorized Signatory for Sundry Miscellaneous Suppliers
==================================================",Other,Sundry Miscellaneous Suppliers,6962.0,7797.44
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Voltas Commercial Cooling
Address: Industrial Area, Gujarat, India
GSTIN: 24QXLVY0262M3ZS | PAN: QXLVY0262M
State / State Code: Gujarat (24)

Invoice No: VOL-19101
Invoice Date: 11/06/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Kirloskar 25 kVA Silent DG Set generator with AMF panel
  HSN/SAC: 850211 | Qty: 5 | Rate: INR 71,993.39 | Amount: INR 359,966.95
  Item: HP Enterprise Rack Server ProLiant DL380 Gen10 Xeon
  HSN/SAC: 847141 | Qty: 3 | Rate: INR 171,897.00 | Amount: INR 515,691.00
  Item: High-density motorized mobile compactor storage racking system
  HSN/SAC: 940320 | Qty: 10 | Rate: INR 19,170.73 | Amount: INR 191,707.30

--------------------------------------------------
Subtotal / Taxable Value: INR 1,067,365.25
CGST (2.5%): INR 26,684.13
SGST (2.5%): INR 26,684.13
Total Tax Amount: INR 53,368.26
GRAND TOTAL (INCL. TAX): INR 1,120,733.51
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000178297 | IFSC: HDFC0001234
Authorized Signatory for Voltas Commercial Cooling
==================================================",Capital Goods & Office Assets,Voltas Commercial Cooling,1067365.25,1120733.51
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Sudarshan Chemical Industries
Address: Industrial Area, Gujarat, India
GSTIN: 24UAAVM5880L4ZE | PAN: UAAVM5880L
State / State Code: Gujarat (24)

Invoice No: TAX/26-26/514
Invoice Date: 05/02/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: HDPE Granules Grade A Virgin Polymer Pellets 500kg
  HSN/SAC: 390110 | Qty: 7 | Rate: INR 7,338.71 | Amount: INR 51,370.97
  Item: Mild Steel angle bars & channel sections 50x50x6
  HSN/SAC: 7216 | Qty: 5 | Rate: INR 11,858.49 | Amount: INR 59,292.45

--------------------------------------------------
Subtotal / Taxable Value: INR 110,663.42
CGST (9.0%): INR 9,959.71
SGST (9.0%): INR 9,959.71
Total Tax Amount: INR 19,919.42
GRAND TOTAL (INCL. TAX): INR 130,582.84
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000638237 | IFSC: HDFC0001234
Authorized Signatory for Sudarshan Chemical Industries
==================================================",Raw Materials,Sudarshan Chemical Industries,110663.42,130582.84
"==================================================
tax invoice
==================================================
supplier / vendor: container corporation of india (concor)
address: industrial area, west bengal, india
gstin: 19ulkvt7530t4z7 | pan: ulkvt7530t
state / state code: west bengal (19)

invoice no: inv-2026-5261
invoice date: 27/10/2026
reverse charge (rcm): no
place of supply: west bengal (19)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: air cargo express priority freight delivery consignment #blr-del-9081
  hsn/sac: 996512 | qty: 1 | rate: inr 16,400.00 | amount: inr 16,400.00

--------------------------------------------------
subtotal / taxable value: inr 16,400.00
cgst (9.0%): inr 1,476.00
sgst (9.0%): inr 1,476.00
total tax amount: inr 2,952.00
grand total (incl. tax): inr 19,352.00
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000774295 | ifsc: hdfc0001234
authorized signatory for container corporation of india (concor)
==================================================",Freight & Transport,Container Corporation of India (CONCOR),16400.0,19352.0
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: HP India Sales Private Limited
Address: Industrial Area, Maharashtra, India
GSTIN: 27TMABD9502P3ZJ | PAN: TMABD9502P
State / State Code: Maharashtra (27)

Invoice No: HP -89605
Invoice Date: 16/02/2026
Reverse Charge (RCM): No
Place of Supply: Maharashtra (27)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: HP Enterprise Rack Server ProLiant DL380 Gen10 Xeon
  HSN/SAC: 847141 | Qty: 6 | Rate: INR 117,122.52 | Amount: INR 702,735.12
  Item: High-density motorized mobile compactor storage racking system
  HSN/SAC: 940320 | Qty: 8 | Rate: INR 18,781.49 | Amount: INR 150,251.92
  Item: Ergonomic mesh chairs and standing motorized desks for team
  HSN/SAC: 940330 | Qty: 5 | Rate: INR 25,742.03 | Amount: INR 128,710.15

--------------------------------------------------
Subtotal / Taxable Value: INR 981,697.19
IGST (12%): INR 117,803.66
Total Tax Amount: INR 117,803.66
GRAND TOTAL (INCL. TAX): INR 1,099,500.85
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000877887 | IFSC: HDFC0001234
Authorized Signatory for HP India Sales Private Limited
==================================================",Capital Goods & Office Assets,HP India Sales Private Limited,981697.1900000001,1099500.85
"==================================================
commercial tax invoice
==================================================
supplier / vendor: canon india business machines
address: industrial area, tamil nadu, india
gstin: 33ugjba8914s3zl | pan: ugjba8914s
state / state code: tamil nadu (33)

invoice no: can-47952
invoice date: 19/11/2026
reverse charge (rcm): no
place of supply: tamil nadu (33)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: kirloskar 25 kva silent dg set generator with amf panel
  hsn/sac: 850211 | qty: 6 | rate: inr 51,412.61 | amount: inr 308,475.66

--------------------------------------------------
subtotal / taxable value: inr 308,475.66
cgst (9.0%): inr 27,762.81
sgst (9.0%): inr 27,762.81
total tax amount: inr 55,525.62
grand total (incl. tax): inr 364,001.28
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000270931 | ifsc: hdfc0001234
authorized signatory for canon india business machines
==================================================",Capital Goods & Office Assets,Canon India Business Machines,308475.66,364001.28
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Care Health Insurance Limited
Address: Industrial Area, Haryana, India
GSTIN: 06VELXQ3766S1Z7 | PAN: VELXQ3766S
State / State Code: Haryana (06)

Invoice No: TAX/26-27/400
Invoice Date: 10/11/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Workmen compensation insurance policy premium for factory workers
  HSN/SAC: 997133 | Qty: 9 | Rate: INR 3,688.39 | Amount: INR 33,195.51
  Item: Group Health Insurance policy premium for 50 employees annual cover
  HSN/SAC: 997133 | Qty: 3 | Rate: INR 94,175.55 | Amount: INR 282,526.65

--------------------------------------------------
Subtotal / Taxable Value: INR 315,722.16
IGST (28%): INR 88,402.20
Total Tax Amount: INR 88,402.20
GRAND TOTAL (INCL. TAX): INR 404,124.36
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000741849 | IFSC: HDFC0001234
Authorized Signatory for Care Health Insurance Limited
==================================================",Insurance,Care Health Insurance Limited,315722.16000000003,404124.36
"==================================================
tax invoice
==================================================
supplier / vendor: vodafone idea enterprise connectivity
address: industrial area, delhi, india
gstin: 07rxnrc2961e2zk | pan: rxnrc2961e
state / state code: delhi (07)

invoice no: inv-2026-6339
invoice date: 10/01/2026
reverse charge (rcm): no
place of supply: delhi (07)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: bulk commercial potable ro drinking water dispenser cans monthly supply
  hsn/sac: 996912 | qty: 1 | rate: inr 4,200.00 | amount: inr 4,200.00
  item: primary fiber broadband connectivity & backup sip trunk telephone line
  hsn/sac: 998411 | qty: 1 | rate: inr 12,500.00 | amount: inr 12,500.00
  item: three-phase industrial electric power meter fixed capacity & fuel surcharge
  hsn/sac: 996911 | qty: 9 | rate: inr 7,014.52 | amount: inr 63,130.68

--------------------------------------------------
subtotal / taxable value: inr 79,830.68
igst (5%): inr 3,991.53
total tax amount: inr 3,991.53
grand total (incl. tax): inr 83,822.21
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000490185 | ifsc: hdfc0001234
authorized signatory for vodafone idea enterprise connectivity
==================================================",Utilities,Vodafone Idea Enterprise Connectivity,79830.68,83822.21
"==================================================
TAX INVOICE
==================================================
Supplier / Vendor: Lotus Office Essentials Pvt Ltd
Address: Industrial Area, West Bengal, India
GSTIN: 19EKVMG2314R4ZH | PAN: EKVMG2314R
State / State Code: West Bengal (19)

Invoice No: TAX/25-27/804
Invoice Date: 09/02/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: JK Copier A4 Paper 75 GSM 50 Reams bulk box supply
  HSN/SAC: 480256 | Qty: 1 | Rate: INR 12,500.00 | Amount: INR 12,500.00

--------------------------------------------------
Subtotal / Taxable Value: INR 12,500.00
IGST (18%): INR 2,250.00
Total Tax Amount: INR 2,250.00
GRAND TOTAL (INCL. TAX): INR 14,750.00
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000559282 | IFSC: HDFC0001234
Authorized Signatory for Lotus Office Essentials Pvt Ltd
==================================================",Office Supplies & Stationery,Lotus Office Essentials Pvt Ltd,12500.0,14750.0
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: The Oberoi Hotel & Dining
Address: Industrial Area, Haryana, India
GSTIN: 06MYFBO2619Q4ZG | PAN: MYFBO2619Q
State / State Code: Haryana (06)

Invoice No: THE-28397
Invoice Date: 24/12/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Corporate annual team dinner & celebration party food package
  HSN/SAC: 996331 | Qty: 10 | Rate: INR 3,611.57 | Amount: INR 36,115.70
  Item: VIP delegate multi-course dinner dining and hospitality charges
  HSN/SAC: 996331 | Qty: 6 | Rate: INR 3,338.70 | Amount: INR 20,032.20
  Item: Monthly executive cafeteria lunch meal passes & cafeteria catering
  HSN/SAC: 996332 | Qty: 1 | Rate: INR 45,000.00 | Amount: INR 45,000.00

--------------------------------------------------
Subtotal / Taxable Value: INR 101,147.90
IGST (5%): INR 5,057.40
Total Tax Amount: INR 5,057.40
GRAND TOTAL (INCL. TAX): INR 106,205.30
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000118049 | IFSC: HDFC0001234
Authorized Signatory for The Oberoi Hotel & Dining
==================================================",Food & Entertainment,The Oberoi Hotel & Dining,101147.9,106205.3
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Atlassian Software Systems India
Address: Industrial Area, Delhi, India
GSTIN: 07AMFIU8874N3Z6 | PAN: AMFIU8874N
State / State Code: Delhi (07)

Invoice No: BILL/07/99631
Invoice Date: 02/04/2026
Reverse Charge (RCM): No
Place of Supply: Delhi (07)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Figma Organization tier design system license 10 editors
  HSN/SAC: 998315 | Qty: 5 | Rate: INR 6,444.49 | Amount: INR 32,222.45
  Item: JetBrains All Products Pack subscription for developers
  HSN/SAC: 998315 | Qty: 2 | Rate: INR 21,683.05 | Amount: INR 43,366.10
  Item: Jira Software Premium & Confluence Cloud Annual Subscription 50 seats
  HSN/SAC: 998315 | Qty: 7 | Rate: INR 16,669.43 | Amount: INR 116,686.01

--------------------------------------------------
Subtotal / Taxable Value: INR 192,274.56
IGST (18%): INR 34,609.42
Total Tax Amount: INR 34,609.42
GRAND TOTAL (INCL. TAX): INR 226,883.98
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000830809 | IFSC: HDFC0001234
Authorized Signatory for Atlassian Software Systems India
==================================================",Software & Subscriptions,Atlassian Software Systems India,192274.56,226883.98
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Godrej & Boyce Interio Division
Address: Industrial Area, Haryana, India
GSTIN: 06QJDAD5421S4Z9 | PAN: QJDAD5421S
State / State Code: Haryana (06)

Invoice No: BILL/06/46757
Invoice Date: 24/11/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Kirloskar 25 kVA Silent DG Set generator with AMF panel
  HSN/SAC: 850211 | Qty: 3 | Rate: INR 72,212.83 | Amount: INR 216,638.49

--------------------------------------------------
Subtotal / Taxable Value: INR 216,638.49
CGST (9.0%): INR 19,497.47
SGST (9.0%): INR 19,497.47
Total Tax Amount: INR 38,994.93
GRAND TOTAL (INCL. TAX): INR 255,633.42
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000931496 | IFSC: HDFC0001234
Authorized Signatory for Godrej & Boyce Interio Division
==================================================",Capital Goods & Office Assets,Godrej & Boyce Interio Division,216638.49,255633.42
